Loading xml library ...
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@6269a8 (name: minutes_of_project_end_review_meeting) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@ae0fcc (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1227f83 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _-i38ULhGEemmfcnVpghZrg, orderingGuide: , presentationName: Minutes Of Project End Review Meeting, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _qnrjUK79EemQ7cTEFn8TSQ, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@1f47ba2 (name: project_end_report) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@f47ddd (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@fec760 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: A document that contributes to the organization's project management maturity by way of sharing experience acquired during a project lifecycle., id: _B4HZ0LhHEemmfcnVpghZrg, orderingGuide: , presentationName: Project-End Report, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _7yfZgIsOEemPd45ge65XKw, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.TaskDescriptorImpl@8860db (name: Effect The Project Admnistrative Closure) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@52943 (name: descriptor_localUsingInfo) (value: _cn7doLhCEemmfcnVpghZrg/mandatoryInput/_cn7dobhCEemmfcnVpghZrg/mandatoryInput/_cn7dorhCEemmfcnVpghZrg/mandatoryInput/_kLNB0LhCEemmfcnVpghZrg/mandatoryInput/_XaRQgLhDEemmfcnVpghZrg/output/_eJzDkLhDEemmfcnVpghZrg/output/_n1szELhBEemmfcnVpghZrg/performedPrimarilyBy/_qxGNMLhBEemmfcnVpghZrg/assistedBy)], briefDescription: , id: _Y0XTILhHEemmfcnVpghZrg, orderingGuide: , presentationName: Conduct The Project Administrative Closure, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: true, prefix: ) (group2: null, isEventDriven: false, isOngoing: false, isRepeatable: false) (task: null, group3: [uma:assistedBy=_qxGNMLhBEemmfcnVpghZrg, uma:mandatoryInput=_cn7doLhCEemmfcnVpghZrg, uma:mandatoryInput=_cn7dobhCEemmfcnVpghZrg, uma:mandatoryInput=_cn7dorhCEemmfcnVpghZrg, uma:mandatoryInput=_kLNB0LhCEemmfcnVpghZrg, uma:output=_XaRQgLhDEemmfcnVpghZrg, uma:output=_eJzDkLhDEemmfcnVpghZrg, uma:performedPrimarilyBy=_n1szELhBEemmfcnVpghZrg], isSynchronizedWithSource: false)
 === processing element TaskDescriptor: Organize The Project-End Review Meeting
 === processing element DescriptorDescription: Organize The Project-End Review Meeting,_y7d7sLhDEemmfcnVpghZrg
Element not handled: uma:additionallyPerformedBy=_yQ-s4LhGEemmfcnVpghZrg
Element not handled: uma:assistedBy=_5rFjcLhFEemmfcnVpghZrg
Element not handled: uma:mandatoryInput=_cn7dobhCEemmfcnVpghZrg
Element not handled: uma:mandatoryInput=_cn7dorhCEemmfcnVpghZrg
Element not handled: uma:mandatoryInput=_kPQJcbhEEemmfcnVpghZrg
Element not handled: uma:mandatoryInput=_kPQJcrhEEemmfcnVpghZrg
Element not handled: uma:mandatoryInput=_kPQJc7hEEemmfcnVpghZrg
Element not handled: uma:mandatoryInput=_kPQJdLhEEemmfcnVpghZrg
Element not handled: uma:mandatoryInput=_kPQJdbhEEemmfcnVpghZrg
Element not handled: uma:output=_-i38ULhGEemmfcnVpghZrg
Element not handled: uma:performedPrimarilyBy=_n1szELhBEemmfcnVpghZrg
 === processing element TaskDescriptor: Create Project End Report
 === processing element DescriptorDescription: Create Project End Report,_ogs6AKzfEemvwrP7A8OV1Q
Element not handled: uma:additionallyPerformedBy=_yQ-s4LhGEemmfcnVpghZrg
Element not handled: uma:assistedBy=_5rFjcLhFEemmfcnVpghZrg
Element not handled: uma:mandatoryInput=_-i38ULhGEemmfcnVpghZrg
Element not handled: uma:output=_B4HZ0LhHEemmfcnVpghZrg
Element not handled: uma:performedPrimarilyBy=_n1szELhBEemmfcnVpghZrg
 === processing element RoleDescriptor: project_manager_pm
 === processing element DescriptorDescription: project_manager_pm,_n1szELhBEemmfcnVpghZrg
 === processing element RoleDescriptor: project_owner_po
 === processing element DescriptorDescription: project_owner_po,_qxGNMLhBEemmfcnVpghZrg
 === processing element WorkProductDescriptor: all_other_project_plans_and_documents
 === processing element WorkProductDescriptor: project_handbook
 === processing element DescriptorDescription: project_handbook,_cn7dobhCEemmfcnVpghZrg
 === processing element WorkProductDescriptor: project_work_plan
 === processing element WorkProductDescriptor: quality_management_plan
 === processing element WorkProductDescriptor: project_acceptance_note_if required
 === processing element WorkProductDescriptor: project_archive_updated
 === processing element WorkProductDescriptor: all_project_plans
 === processing element WorkProductDescriptor: business_case
 === processing element WorkProductDescriptor: project_charter
 === processing element WorkProductDescriptor: project_logs
 === processing element WorkProductDescriptor: project_reports
 === processing element RoleDescriptor: project_steering_committee_psc
 === processing element DescriptorDescription: project_steering_committee_psc,_5rFjcLhFEemmfcnVpghZrg
 === processing element RoleDescriptor: business_manager_bm
 === processing element DescriptorDescription: business_manager_bm,_yQ-s4LhGEemmfcnVpghZrg
 === processing element WorkProductDescriptor: minutes_of_project_end_review_meeting
 === processing element WorkProductDescriptor: project_end_report
 === processing element DescriptorDescription: project_end_report,_B4HZ0LhHEemmfcnVpghZrg
 === processing element TaskDescriptor: Effect The Project Admnistrative Closure
 === processing element DescriptorDescription: Effect The Project Admnistrative Closure,_Y0XTILhHEemmfcnVpghZrg
Element not handled: uma:assistedBy=_qxGNMLhBEemmfcnVpghZrg
Element not handled: uma:mandatoryInput=_cn7doLhCEemmfcnVpghZrg
Element not handled: uma:mandatoryInput=_cn7dobhCEemmfcnVpghZrg
Element not handled: uma:mandatoryInput=_cn7dorhCEemmfcnVpghZrg
Element not handled: uma:mandatoryInput=_kLNB0LhCEemmfcnVpghZrg
Element not handled: uma:output=_XaRQgLhDEemmfcnVpghZrg
Element not handled: uma:output=_eJzDkLhDEemmfcnVpghZrg
Element not handled: uma:performedPrimarilyBy=_n1szELhBEemmfcnVpghZrg
 === processing element ProcessComponent: project_monitor_control
 === processing element DeliveryProcess: project_monitor_control
 === processing element DeliveryProcessDescription: Monitor & Control,_sjdF0WLeEeq38o2oTgN7Bw
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.TaskDescriptorImpl@cdc0e2 (name: Manage The Project Performance) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@19da8a9 (name: descriptor_localUsingInfo) (value: _qElXQGStEeqXU8ldt6imrg/performedPrimarilyBy/_yTMXcGStEeqXU8ldt6imrg/assistedBy/_rMkWMGSxEeqXU8ldt6imrg/mandatoryInput/__A6DYWSxEeqXU8ldt6imrg/mandatoryInput/_D6iBlGSuEeqXU8ldt6imrg/mandatoryInput/__A6DYmSxEeqXU8ldt6imrg/mandatoryInput/__A6DYGSxEeqXU8ldt6imrg/mandatoryInput/__A6DY2SxEeqXU8ldt6imrg/mandatoryInput/_kfUbEGSxEeqXU8ldt6imrg/output), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1b7df21 (name: wbe_GlobalPresentedAfter) (value: _sjdF0WLeEeq38o2oTgN7Bw)], briefDescription: , id: _m7umYGmDEeqM8cDruMmT7w, orderingGuide: , presentationName: Monitor Project Performance, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _sjdF0WLeEeq38o2oTgN7Bw, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (group2: null, isEventDriven: false, isOngoing: true, isRepeatable: false) (task: null, group3: [uma:assistedBy=_yTMXcGStEeqXU8ldt6imrg, uma:mandatoryInput=_rMkWMGSxEeqXU8ldt6imrg, uma:mandatoryInput=__A6DYWSxEeqXU8ldt6imrg, uma:mandatoryInput=_D6iBlGSuEeqXU8ldt6imrg, uma:mandatoryInput=__A6DYmSxEeqXU8ldt6imrg, uma:mandatoryInput=__A6DYGSxEeqXU8ldt6imrg, uma:mandatoryInput=__A6DY2SxEeqXU8ldt6imrg, uma:output=_kfUbEGSxEeqXU8ldt6imrg, uma:performedPrimarilyBy=_qElXQGStEeqXU8ldt6imrg], isSynchronizedWithSource: false)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.RoleDescriptorImpl@1bd5037 (name: project_manager_pm) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@16b5cf2 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@10171d6 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: Responsible role for the project work on a daily basis., id: _qElXQGStEeqXU8ldt6imrg, orderingGuide: , presentationName: Project Manager (PM), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _sjdF0WLeEeq38o2oTgN7Bw, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (role: _QyhO0IrwEem8zIo4sBy82g, responsibleFor: null)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.RoleDescriptorImpl@64eb00 (name: business_manager_bm) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1053993 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@78744d (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: Collaborating closely with the Project Manager, this role is involved in a project on a daily basis to ensure the client's needs are fulfilled., id: _tuxKAGStEeqXU8ldt6imrg, orderingGuide: , presentationName: Business Manager (BM), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _sjdF0WLeEeq38o2oTgN7Bw, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (role: _ZjhXsFNIEempSa88U3VI0g, responsibleFor: [_D6iBkGSuEeqXU8ldt6imrg])
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.RoleDescriptorImpl@e52995 (name: project_owner_po) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1ccefe2 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@14394e9 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: User of the expected project deliverables., id: _yTMXcGStEeqXU8ldt6imrg, orderingGuide: , presentationName: Project Owner (PO), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _sjdF0WLeEeq38o2oTgN7Bw, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (role: _K1k50IrxEem8zIo4sBy82g, responsibleFor: null)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@c44950 (name: business_case) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1c8711c (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@18539f8 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: Justification of a proposed project based on the organization's strategy., id: _D6iBkGSuEeqXU8ldt6imrg, orderingGuide: , presentationName: Business Case, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _sjdF0WLeEeq38o2oTgN7Bw, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _cdAGQFNIEempSa88U3VI0g, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@a21afd (name: communications_management_plan) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@8c5e30 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@a898ec (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _D6iBkWSuEeqXU8ldt6imrg, orderingGuide: , presentationName: Communications Management Plan, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _sjdF0WLeEeq38o2oTgN7Bw, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _vNTp4K5pEemACMgn_a_4IA, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@123038 (name: project_change_management_plan) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@6db2f5 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@c81596 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _D6iBkmSuEeqXU8ldt6imrg, orderingGuide: , presentationName: Project Change Management Plan, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _sjdF0WLeEeq38o2oTgN7Bw, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _b60skK5pEemACMgn_a_4IA, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@3d9d1b (name: project_charter) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@111f214 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@a209d9 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: This artefact provides a basis for the more detailed project planning. It defines the project’s objectives (i.e. scope, time, cost, quality), high-level requirements, risks and constraints, as well as the project milestones and deliverable(s)., id: _D6iBk2SuEeqXU8ldt6imrg, orderingGuide: , presentationName: Project Charter, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _sjdF0WLeEeq38o2oTgN7Bw, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _OH1RkIrtEem8zIo4sBy82g, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
